DateTime;AirTemperature;ComfortTemperature;RelativeHumidity;WindSpeed;WindDirection;WWCode;EffectiveCloudCover,,,,,
19Oct2019 0:00:00;14,80;15,70;79,00;1,50;50;1;5,70
19Oct2019 1:00:00;14,90;15,80;78,00;0,00;0;;4,0
19Oct2019 2:00:00;14,70;15,50;78,00;0,00;0;;3,0
19Oct2019 3:00:00;14,20;15,20;84,90;0,00;0;1;3,0
19Oct2019 4:00:00;13,50;14,30;86,60;0,00;0;;3,0
19Oct2019 5:00:00;13,20;14,00;88,90;0,00;0;;3,0
19Oct2019 6:00:00;12,40;13,00;88,80;0,00;0;10;2,0
19Oct2019 7:00:00;11,70;12,20;89,30;0,00;0;10;2,0
19Oct2019 8:00:00;12,00;12,60;90,50;0,00;0;10;0,0
19Oct2019 9:00:00;14,50;15,30;79,00;0,50;50;0;0,0
19Oct2019 10:00:00;16,40;17,30;69,90;0,50;80;;0,0
19Oct2019 11:00:00;17,20;18,10;66,00;0,50;200;;0,0
19Oct2019 12:00:00;18,70;19,40;56,20;0,50;210;;0,0
19Oct2019 13:00:00;20,20;20,90;49,90;1,50;250;;0,0
19Oct2019 14:00:00;21,30;21,70;43,90;1,50;260;;2,0
19Oct2019 15:00:00;21,90;22,10;39,80;1,50;250;;2,0
19Oct2019 16:00:00;21,80;21,70;37,60;1,50;230;;2,0
19Oct2019 17:00:00;21,90;21,40;33,70;0,50;250;;2,0
19Oct2019 18:00:00;20,70;20,60;39,70;0,00;0;80;2,0
19Oct2019 19:00:00;18,40;18,70;51,10;0,00;0;;2,0
19Oct2019 20:00:00;18,10;18,10;48,00;0,50;200;;2,0
19Oct2019 21:00:00;16,00;16,10;57,10;0,00;0;2;0,0
19Oct2019 22:00:00;14,30;14,30;61,10;1,50;50;;0,0
19Oct2019 23:00:00;14,20;14,20;61,10;0,50;60;;0,0
20Oct2019 0:00:00;13,30;13,40;67,00;1,00;50;;0,0
20Oct2019 1:00:00;12,90;13,00;69,30;1,00;60;;0,0
20Oct2019 2:00:00;12,60;12,60;70,10;1,00;10;;0,0
20Oct2019 3:00:00;11,70;11,70;71,90;0,50;40;;0,0
20Oct2019 4:00:00;10,70;10,70;76,80;1,50;30;;0,0
20Oct2019 5:00:00;10,50;10,50;77,90;1,50;40;;0,0
20Oct2019 6:00:00;10,30;10,20;77,80;0,50;30;;0,0
20Oct2019 7:00:00;9,70;9,60;79,90;0,00;0;;0,0
20Oct2019 8:00:00;11,00;11,00;78,00;0,50;40;;0,0
20Oct2019 9:00:00;13,70;13,90;68,00;0,50;60;0;0,0
20Oct2019 10:00:00;16,80;17,20;59,30;0,50;90;;0,0
20Oct2019 11:00:00;17,10;17,40;57,00;1,00;210;;0,0
20Oct2019 12:00:00;19,00;19,40;50,90;1,00;220;;1,0
20Oct2019 13:00:00;20,60;21,00;45,80;1,50;180;;2,0
20Oct2019 14:00:00;21,90;22,10;39,80;1,00;220;;4,0
20Oct2019 15:00:00;21,30;21,60;42,70;2,60;30;17;4,50
20Oct2019 16:00:00;19,20;19,50;48,90;4,60;40;17;5,0
20Oct2019 17:00:00;19,90;20,00;43,80;2,10;20;;5,0
20Oct2019 18:00:00;18,60;19,20;55,10;3,10;50;2;5,0
20Oct2019 19:00:00;17,60;18,30;60,20;2,60;50;;4,0
20Oct2019 20:00:00;16,70;17,30;63,30;1,50;40;;4,0
20Oct2019 21:00:00;16,40;17,10;66,30;2,60;30;2;4,0
20Oct2019 22:00:00;15,40;16,00;69,30;1,50;40;;4,0
20Oct2019 23:00:00;14,00;14,50;73,80;2,10;40;;2,0
21Oct2019 0:00:00;13,70;14,10;73,30;3,10;30;;0,0
21Oct2019 1:00:00;13,20;13,50;75,20;2,10;20;;0,0
21Oct2019 2:00:00;12,60;12,90;77,10;1,50;20;;0,0
21Oct2019 3:00:00;12,20;12,50;78,70;2,10;20;;0,0
21Oct2019 4:00:00;11,80;12,10;80,80;1,50;20;;0,0
21Oct2019 5:00:00;11,40;11,60;82,90;0,00;0;;0,0
21Oct2019 6:00:00;10,80;10,90;82,90;0,50;20;;0,0
21Oct2019 7:00:00;10,10;10,20;86,80;1,00;20;;0,0
21Oct2019 8:00:00;10,80;11,00;86,90;0,00;0;;0,0
21Oct2019 9:00:00;13,40;13,70;74,20;1,00;60;0;0,0
21Oct2019 10:00:00;16,90;17,50;62,10;1,50;20;;0,0
21Oct2019 11:00:00;17,90;18,50;57,20;1,00;60;;2,50
21Oct2019 12:00:00;19,90;20,40;48,80;2,10;20;;1,80
21Oct2019 13:00:00;21,00;21,20;42,90;2,60;30;;3,0
21Oct2019 14:00:00;20,60;20,70;42,80;2,60;60;;4,0
21Oct2019 15:00:00;22,00;21,80;35,70;3,60;20;;4,0
21Oct2019 16:00:00;20,70;20,30;36,50;4,10;40;;4,0
21Oct2019 17:00:00;20,40;20,10;38,50;3,10;40;;4,0
21Oct2019 18:00:00;19,70;19,60;42,80;1,50;40;;5,70
21Oct2019 19:00:00;18,30;18,20;46,70;1,00;40;;4,0
21Oct2019 20:00:00;16,60;16,70;54,90;0,00;0;;3,0
21Oct2019 21:00:00;16,60;16,50;51,00;2,60;20;;3,0
21Oct2019 22:00:00;16,40;16,40;54,10;4,10;20;;3,0
21Oct2019 23:00:00;15,30;15,30;58,10;3,10;10;;0,0
22Oct2019 0:00:00;14,20;14,40;66,30;2,60;30;;0,0
22Oct2019 1:00:00;13,70;14,00;71,30;2,10;40;;2,0
22Oct2019 2:00:00;13,80;14,00;69,00;3,10;20;;2,0
22Oct2019 3:00:00;14,10;14,30;67,20;3,10;20;;2,0
22Oct2019 4:00:00;13,90;14,10;67,10;4,60;20;;3,0
22Oct2019 5:00:00;13,40;13,50;68,90;1,50;10;;3,0
22Oct2019 6:00:00;13,60;13,80;68,90;3,10;20;;3,0
22Oct2019 7:00:00;13,10;13,20;70,20;2,60;10;;3,0
22Oct2019 8:00:00;13,10;13,20;69,30;3,10;10;;3,0
22Oct2019 9:00:00;14,10;14,20;64,10;3,60;360;0;3,0
22Oct2019 10:00:00;15,00;15,10;61,30;5,10;30;;4,50
22Oct2019 11:00:00;15,50;15,60;58,10;5,10;20;;4,50
22Oct2019 12:00:00;16,50;16,60;54,90;5,70;30;;6,30
22Oct2019 13:00:00;17,40;17,40;49,80;3,60;40;;6,0
22Oct2019 14:00:00;18,90;18,70;43,80;3,60;40;;6,0
22Oct2019 15:00:00;19,30;19,10;42,70;3,60;20;;4,0
22Oct2019 16:00:00;19,50;19,20;40,70;4,60;10;;3,0
22Oct2019 17:00:00;18,80;18,50;42,90;3,10;40;;3,0
22Oct2019 18:00:00;18,10;18,00;46,70;1,50;50;;2,0
22Oct2019 19:00:00;17,10;17,10;50,70;2,60;40;;0,0
22Oct2019 20:00:00;16,00;16,00;55,90;0,50;30;;0,0
22Oct2019 21:00:00;14,80;14,80;60,00;1,00;40;;0,0
22Oct2019 22:00:00;15,10;15,20;60,10;2,60;20;;0,0
22Oct2019 23:00:00;15,00;15,20;63,00;2,10;10;;0,0
23Oct2019 0:00:00;13,80;13,90;67,10;2,10;30;;0,0
23Oct2019 1:00:00;13,60;13,70;68,00;1,50;360;;0,0
23Oct2019 2:00:00;13,20;13,40;70,30;3,10;20;;0,0
23Oct2019 3:00:00;13,00;13,20;72,20;2,10;80;;0,0
23Oct2019 4:00:00;12,40;12,50;73,00;1,50;30;;0,0
23Oct2019 5:00:00;12,70;12,80;71,10;5,70;20;;0,0
23Oct2019 6:00:00;12,00;12,10;74,00;3,10;40;;0,0
23Oct2019 7:00:00;11,10;11,10;76,90;3,10;30;;0,0
23Oct2019 8:00:00;12,10;12,10;72,00;4,60;30;;0,0
23Oct2019 9:00:00;14,40;14,50;63,30;4,10;20;0;0,0
23Oct2019 10:00:00;16,60;16,80;56,10;5,10;30;;0,0
23Oct2019 11:00:00;18,20;18,30;50,00;5,10;30;;0,0
23Oct2019 12:00:00;18,80;18,80;45,90;4,60;20;;0,0
23Oct2019 13:00:00;19,90;19,70;40,60;5,70;30;;0,0
23Oct2019 14:00:00;20,60;20,20;36,80;5,10;10;;0,0
23Oct2019 15:00:00;21,40;20,40;29,80;6,20;30;;0,0
23Oct2019 16:00:00;21,40;20,40;29,80;4,60;20;;0,0
23Oct2019 17:00:00;20,80;19,90;31,60;4,10;30;;0,0
23Oct2019 18:00:00;19,80;19,00;33,60;2,60;50;;0,0
23Oct2019 19:00:00;18,60;17,90;37,80;1,00;60;;0,0
23Oct2019 20:00:00;17,20;16,80;44,80;0,00;0;;0,0
23Oct2019 21:00:00;16,20;15,90;48,80;1,00;150;;0,0
23Oct2019 22:00:00;15,60;15,30;50,00;1,00;80;;0,0
23Oct2019 23:00:00;14,90;14,60;51,90;2,10;40;;0,0
24Oct2019 0:00:00;15,10;14,70;49,80;3,10;350;;0,0
24Oct2019 1:00:00;13,50;13,20;56,10;2,60;40;;0,0
24Oct2019 2:00:00;12,60;12,30;59,00;2,10;20;;0,0
24Oct2019 3:00:00;12,00;11,70;62,30;1,50;60;;0,0
24Oct2019 4:00:00;11,50;11,30;66,20;1,00;40;;0,0
24Oct2019 5:00:00;10,80;10,60;70,30;1,00;60;;0,0
24Oct2019 6:00:00;10,30;10,10;72,20;0,50;40;;0,0
24Oct2019 7:00:00;9,80;9,60;75,10;1,00;50;;0,0
24Oct2019 8:00:00;10,70;10,60;73,20;1,50;30;;0,0
24Oct2019 9:00:00;13,70;13,50;60,10;2,60;40;0;0,0
24Oct2019 10:00:00;16,80;16,30;44,70;3,10;30;;0,0
24Oct2019 11:00:00;18,70;18,00;36,70;4,10;40;;0,0
24Oct2019 12:00:00;19,40;18,60;34,70;3,10;10;;0,80
24Oct2019 13:00:00;21,10;20,00;28,70;2,10;20;;1,50
24Oct2019 14:00:00;22,50;20,80;22,00;4,10;20;;0,0
24Oct2019 15:00:00;22,90;21,10;21,00;2,10;30;;0,0
24Oct2019 16:00:00;22,70;20,60;18,10;2,10;20;;0,0
24Oct2019 17:00:00;22,00;20,20;21,10;2,10;10;;0,0
24Oct2019 18:00:00;20,70;18,90;22,00;1,00;70;;0,0
24Oct2019 19:00:00;18,10;16,50;25,90;1,00;50;;0,0
24Oct2019 20:00:00;15,80;14,50;32,00;1,00;10;;0,0
24Oct2019 21:00:00;15,10;13,80;30,80;1,50;20;;0,0
24Oct2019 22:00:00;13,60;12,50;36,80;1,00;40;;0,0
24Oct2019 23:00:00;13,30;12,30;39,80;1,00;40;;0,0
25Oct2019 0:00:00;12,50;11,60;42,60;1,50;40;;0,0
25Oct2019 1:00:00;12,20;11,40;46,60;2,10;20;;0,0
25Oct2019 2:00:00;11,70;11,10;51,80;0,50;360;;0,0
25Oct2019 3:00:00;11,10;10,60;55,80;1,00;20;;0,0
25Oct2019 4:00:00;10,40;10,00;61,00;1,00;40;;0,0
25Oct2019 5:00:00;9,20;8,80;66,10;0,50;40;;0,0
25Oct2019 6:00:00;8,70;8,30;68,90;0,50;30;;0,0
25Oct2019 7:00:00;7,70;6,40;70,20;2,10;30;;0,0
25Oct2019 8:00:00;9,00;8,60;66,10;1,50;30;;0,0
25Oct2019 9:00:00;11,90;11,40;56,00;2,10;40;0;0,0
25Oct2019 10:00:00;15,10;14,60;47,80;1,50;50;;0,0
25Oct2019 11:00:00;17,10;16,60;42,70;0,50;90;;0,0
25Oct2019 12:00:00;18,90;18,00;33,60;0,50;130;;0,80
25Oct2019 13:00:00;21,20;19,50;23,00;1,00;50;;1,50
25Oct2019 14:00:00;22,60;20,20;16,00;1,00;90;;1,50
25Oct2019 15:00:00;23,30;20,80;15,00;0,50;320;;0,80
25Oct2019 16:00:00;23,20;20,70;15,00;0,50;170;;2,0
25Oct2019 17:00:00;22,50;20,10;16,00;1,00;230;;2,0
25Oct2019 18:00:00;20,50;18,50;20,10;0,50;260;;1,0
25Oct2019 19:00:00;18,80;17,20;24,90;0,00;0;;2,0
25Oct2019 20:00:00;16,70;15,20;27,80;1,00;20;;2,0
25Oct2019 21:00:00;14,70;13,50;32,80;0,50;30;;0,0
25Oct2019 22:00:00;13,50;12,50;39,00;2,10;40;;0,0
25Oct2019 23:00:00;12,80;11,90;40,80;2,60;50;;0,0
26Oct2019 0:00:00;12,20;11,30;43,10;2,60;30;;0,0
26Oct2019 1:00:00;11,70;10,90;46,80;1,50;50;;0,0
26Oct2019 2:00:00;11,30;10,60;50,90;2,10;20;;0,0
26Oct2019 3:00:00;10,90;10,30;55,80;2,10;30;;0,0
26Oct2019 4:00:00;10,20;9,80;61,80;2,10;20;;0,0
26Oct2019 5:00:00;9,70;8,70;66,20;2,10;20;;0,0
26Oct2019 6:00:00;9,00;8,70;69,90;1,50;50;;0,0
26Oct2019 7:00:00;8,20;7,90;73,80;1,00;40;;0,0
26Oct2019 8:00:00;9,20;7,90;69,00;2,60;20;;0,0
26Oct2019 9:00:00;12,30;11,90;59,00;3,60;40;0;0,0
26Oct2019 10:00:00;14,90;14,50;49,80;4,10;30;;0,0
26Oct2019 11:00:00;16,60;16,30;47,90;3,60;20;;0,0
26Oct2019 12:00:00;18,20;17,90;43,60;2,60;30;;2,0
26Oct2019 13:00:00;18,80;18,30;39,70;2,10;50;;3,0
26Oct2019 14:00:00;18,10;17,50;39,80;0,50;10;;3,0
26Oct2019 15:00:00;18,60;17,90;37,80;1,00;300;;3,0
26Oct2019 16:00:00;18,50;17,50;32,70;2,60;10;;2,0
26Oct2019 17:00:00;18,00;17,00;33,50;0,50;40;;0,0
26Oct2019 18:00:00;17,10;16,20;36,50;2,10;20;;0,0
26Oct2019 19:00:00;15,30;14,60;42,80;1,50;50;;0,0
26Oct2019 20:00:00;14,20;13,60;46,90;0,50;30;;2,0
26Oct2019 21:00:00;13,60;13,00;49,80;2,60;40;;0,0
26Oct2019 22:00:00;13,60;13,10;50,80;3,10;10;;0,0
26Oct2019 23:00:00;12,30;11,80;56,10;2,10;20;;0,0
27Oct2019 0:00:00;11,40;11,00;60,00;3,10;30;;0,0
27Oct2019 1:00:00;11,00;10,60;62,90;2,60;20;;0,0
27Oct2019 2:00:00;10,60;10,30;67,80;2,60;20;;0,0
27Oct2019 3:00:00;10,00;9,80;71,10;1,50;40;;0,0
27Oct2019 4:00:00;9,80;8,70;73,10;2,60;20;;0,0
27Oct2019 5:00:00;10,10;10,00;75,20;2,10;20;;3,0
27Oct2019 6:00:00;10,20;10,10;75,70;2,60;30;;2,60
27Oct2019 7:00:00;10,40;10,40;78,90;1,50;40;;5,0
27Oct2019 8:00:00;11,40;11,40;75,90;1,50;30;;5,0
27Oct2019 9:00:00;14,20;14,30;63,20;1,50;50;0;5,70
27Oct2019 10:00:00;15,40;15,40;58,10;3,10;40;;3,0
27Oct2019 11:00:00;15,50;15,30;53,90;3,60;10;;4,50
27Oct2019 12:00:00;15,90;15,50;48,70;4,60;40;;5,70
27Oct2019 13:00:00;16,60;16,10;43,70;3,10;10;;4,50
27Oct2019 14:00:00;16,60;16,10;43,70;3,60;360;;4,50
27Oct2019 15:00:00;17,90;17,30;39,70;2,10;30;;5,20
27Oct2019 16:00:00;18,10;17,40;38,70;1,00;20;;3,0
27Oct2019 17:00:00;17,50;16,80;39,60;2,60;40;;2,0
27Oct2019 18:00:00;16,50;15,80;41,60;2,60;10;;0,0
27Oct2019 19:00:00;15,00;14,50;47,80;1,50;30;;0,0
27Oct2019 20:00:00;13,30;12,90;54,80;0,50;30;;0,0
27Oct2019 21:00:00;12,20;11,80;56,90;1,50;30;;0,0
27Oct2019 22:00:00;11,60;11,20;59,20;2,60;30;;0,0
27Oct2019 23:00:00;11,00;10,60;62,00;3,10;40;;0,0
28Oct2019 0:00:00;10,70;10,40;64,20;3,10;30;;0,0
28Oct2019 1:00:00;10,30;10,00;66,80;3,10;30;;0,0
28Oct2019 2:00:00;9,70;8,10;70,10;3,60;30;;0,0
28Oct2019 3:00:00;9,70;8,50;71,00;2,60;20;;0,0
28Oct2019 4:00:00;9,30;8,30;73,00;2,10;40;;0,0
28Oct2019 5:00:00;8,80;7,30;76,00;3,10;40;;0,0
28Oct2019 6:00:00;8,30;6,70;77,00;3,10;40;;0,0
28Oct2019 7:00:00;8,30;8,10;78,10;0,50;60;;0,0
28Oct2019 8:00:00;8,50;8,30;77,00;0,50;20;;0,0
28Oct2019 9:00:00;10,90;10,70;67,90;1,50;40;0;0,0
28Oct2019 10:00:00;13,50;13,30;58,80;1,50;40;;0,0
28Oct2019 11:00:00;16,70;16,50;48,90;2,60;20;;0,0
28Oct2019 12:00:00;18,10;17,80;43,90;1,00;60;;0,0
28Oct2019 13:00:00;18,60;18,20;41,60;0,50;170;;0,0
28Oct2019 14:00:00;19,00;18,50;39,80;1,50;160;;0,0
28Oct2019 15:00:00;20,20;19,60;35,60;0,50;240;;0,0
28Oct2019 16:00:00;20,50;19,80;33,60;0,50;190;;0,0
28Oct2019 17:00:00;19,60;18,90;35,70;0,50;220;;0,0
28Oct2019 18:00:00;18,20;17,70;40,70;0,50;230;;0,0
28Oct2019 19:00:00;16,60;16,10;44,70;0,50;240;;0,0
28Oct2019 20:00:00;15,30;15,00;52,00;0,00;0;;0,0
28Oct2019 21:00:00;13,70;13,30;53,10;1,00;20;;0,0
28Oct2019 22:00:00;12,00;11,60;58,10;1,00;30;;0,0
28Oct2019 23:00:00;11,10;10,60;59,10;1,50;50;;0,0
29Oct2019 0:00:00;11,10;10,60;59,10;1,50;20;;0,0
29Oct2019 1:00:00;10,20;9,70;60,10;1,00;40;;0,0
29Oct2019 2:00:00;9,00;8,60;64,20;1,00;50;;0,0
29Oct2019 3:00:00;8,50;8,10;66,00;1,00;30;;0,0
29Oct2019 4:00:00;8,40;8,00;66,00;0,50;20;;0,0
29Oct2019 5:00:00;7,90;7,50;68,20;0,50;360;;0,0
29Oct2019 6:00:00;7,60;7,20;70,10;0,50;10;;0,0
29Oct2019 7:00:00;7,10;6,80;73,10;0,50;20;;0,0
29Oct2019 8:00:00;7,20;6,90;74,10;0,00;0;;0,0
29Oct2019 9:00:00;10,50;10,10;61,90;0,00;0;0;0,0
29Oct2019 10:00:00;12,40;12,00;57,00;0,50;220;;0,0
29Oct2019 11:00:00;13,60;13,20;53,00;0,50;200;;0,0
29Oct2019 12:00:00;15,50;15,00;46,90;1,00;180;;0,0
29Oct2019 13:00:00;18,10;17,50;39,80;1,00;200;;0,0
29Oct2019 14:00:00;18,90;18,30;37,60;1,00;240;;0,0
29Oct2019 15:00:00;19,70;18,90;33,60;1,00;190;;0,0
29Oct2019 16:00:00;19,80;18,60;28,70;1,00;240;;0,0
29Oct2019 17:00:00;19,20;17,50;24,00;1,50;240;;0,0
29Oct2019 18:00:00;18,10;16,90;31,70;0,50;230;;0,0
29Oct2019 19:00:00;15,80;15,00;39,70;0,00;0;;0,0
29Oct2019 20:00:00;14,60;13,90;44,70;0,00;0;;0,0
29Oct2019 21:00:00;13,10;12,50;50,70;0,50;350;;0,0
29Oct2019 22:00:00;11,70;11,10;54,00;0,50;20;;0,0
29Oct2019 23:00:00;10,90;10,40;57,00;0,00;0;;0,0
30Oct2019 0:00:00;10,10;9,60;60,10;0,50;10;;0,0
30Oct2019 1:00:00;8,90;8,50;64,20;0,50;10;;0,0
30Oct2019 2:00:00;8,00;7,60;66,80;0,00;0;;0,0
30Oct2019 3:00:00;7,90;7,50;65,80;0,00;0;;0,0
30Oct2019 4:00:00;6,90;6,50;71,00;0,50;10;;0,0
30Oct2019 5:00:00;5,80;5,50;75,00;0,50;10;;0,0
30Oct2019 6:00:00;5,10;4,80;75,90;0,50;20;;0,0
30Oct2019 7:00:00;4,70;4,40;75,90;0,50;20;;0,0
30Oct2019 8:00:00;5,60;5,30;73,90;0,50;40;;0,0
30Oct2019 9:00:00;8,90;8,40;61,10;0,50;50;0;0,0
30Oct2019 10:00:00;12,10;11,50;50,80;0,50;50;;0,0
30Oct2019 11:00:00;13,50;13,10;53,80;1,00;200;;0,0
30Oct2019 12:00:00;14,90;14,50;49,80;1,00;200;;0,0
30Oct2019 13:00:00;16,50;15,90;43,70;0,50;260;;0,0
30Oct2019 14:00:00;17,50;16,40;33,60;0,50;250;;0,0
30Oct2019 15:00:00;18,50;17,40;31,60;1,00;250;;0,0
30Oct2019 16:00:00;18,70;17,80;34,70;0,50;260;;0,0
30Oct2019 17:00:00;17,90;17,10;37,60;0,50;240;;0,0
30Oct2019 18:00:00;16,90;16,20;39,70;0,50;220;;0,0
30Oct2019 19:00:00;14,90;14,30;46,70;0,00;0;;0,0
30Oct2019 20:00:00;14,30;13,80;50,00;0,00;0;;0,0
30Oct2019 21:00:00;12,40;11,90;55,00;1,00;20;;0,0
30Oct2019 22:00:00;11,50;10,90;54,80;0,50;40;;0,0
30Oct2019 23:00:00;10,90;10,40;58,20;2,60;20;;0,0
31Oct2019 0:00:00;10,40;9,90;60,20;0,50;60;;0,0
31Oct2019 1:00:00;10,00;9,60;62,20;0,00;0;;0,0
31Oct2019 2:00:00;8,80;8,40;67,00;0,00;0;;0,0
31Oct2019 3:00:00;8,10;7,70;68,30;1,50;20;;0,0
31Oct2019 4:00:00;7,60;7,20;70,10;1,50;20;;0,0
31Oct2019 5:00:00;6,50;6,20;75,10;0,50;30;;0,0
31Oct2019 6:00:00;5,60;5,30;76,00;1,00;30;;0,0
31Oct2019 7:00:00;5,30;5,00;77,60;0,50;30;;0,0
31Oct2019 8:00:00;5,70;5,40;77,70;0,50;40;;3,0
31Oct2019 9:00:00;9,50;9,00;61,20;1,50;40;0;2,60
31Oct2019 10:00:00;12,00;11,40;53,00;1,00;60;;0,0
31Oct2019 11:00:00;14,60;13,90;44,70;1,00;70;;1,0
31Oct2019 12:00:00;16,80;16,00;39,70;0,50;50;;1,0
31Oct2019 13:00:00;17,70;16,80;35,70;1,00;200;;2,0
31Oct2019 14:00:00;18,50;17,20;29,60;1,50;240;;2,50
31Oct2019 15:00:00;19,00;17,70;28,70;1,00;270;;2,70
31Oct2019 16:00:00;18,40;17,30;31,60;1,50;230;;3,50
31Oct2019 17:00:00;17,80;16,40;29,00;1,00;230;;3,50
31Oct2019 18:00:00;17,10;15,90;31,60;0,50;190;;6,60
31Oct2019 19:00:00;16,50;15,50;35,60;0,00;0;;4,50
31Oct2019 20:00:00;16,10;15,10;35,70;0,50;240;;4,50
31Oct2019 21:00:00;15,30;14,40;38,70;0,00;0;;5,90
31Oct2019 22:00:00;14,80;13,90;39,70;0,00;0;;3,0
31Oct2019 23:00:00;13,60;12,90;46,70;0,00;0;;4,0
01Nov2019 0:00:00;13,40;12,80;48,70;0,00;0;;6,30
01Nov2019 1:00:00;13,00;12,60;57,10;0,00;0;80;5,50
01Nov2019 2:00:00;13,30;12,90;54,10;0,50;280;80;5,50
01Nov2019 3:00:00;12,80;12,50;57,90;0,00;0;25;6,60
01Nov2019 4:00:00;12,60;12,30;59,00;1,00;270;25;5,50
01Nov2019 5:00:00;12,30;12,00;61,10;0,50;240;;5,50
01Nov2019 6:00:00;11,70;11,50;65,30;0,00;0;80;6,60
01Nov2019 7:00:00;11,90;11,70;64,00;0,50;210;;4,50
01Nov2019 8:00:00;10,90;10,80;74,80;0,50;210;80;4,50
01Nov2019 9:00:00;10,50;10,50;80,60;0,50;210;80;7,10
01Nov2019 10:00:00;10,40;10,50;82,80;0,00;0;80;5,50
01Nov2019 11:00:00;10,30;10,50;86,80;0,50;170;80;5,50
01Nov2019 12:00:00;10,30;10,50;88,60;1,00;170;80;7,10
01Nov2019 13:00:00;10,40;10,70;91,70;1,00;180;80;5,50
01Nov2019 14:00:00;10,20;10,40;89,80;1,00;220;80;6,0
01Nov2019 15:00:00;10,40;10,70;91,70;0,50;210;80;7,30
01Nov2019 16:00:00;10,60;10,90;89,80;0,50;220;80;5,50
01Nov2019 17:00:00;10,10;10,20;83,90;2,60;320;80;5,50
01Nov2019 18:00:00;9,60;9,70;88,60;0,50;40;80;7,10
01Nov2019 19:00:00;8,90;8,90;88,50;1,50;20;80;5,0
01Nov2019 20:00:00;8,80;8,60;79,80;1,50;360;80;5,0
01Nov2019 21:00:00;8,00;7,80;81,90;1,00;50;25;5,70
01Nov2019 22:00:00;7,70;7,30;68,20;1,50;320;;5,0
01Nov2019 23:00:00;7,00;6,50;65,20;0,50;330;;5,0
02Nov2019 0:00:00;5,70;5,30;72,80;0,50;20;;2,60
02Nov2019 1:00:00;5,60;5,20;70,70;0,00;0;;3,0
02Nov2019 2:00:00;4,60;4,30;78,00;0,50;10;;3,0
02Nov2019 3:00:00;4,30;4,00;78,60;0,50;360;;2,60
02Nov2019 4:00:00;3,40;3,20;81,90;0,00;0;;3,0
02Nov2019 5:00:00;3,10;2,90;81,90;0,50;360;;3,0
02Nov2019 6:00:00;2,30;2,10;83,60;0,50;20;;2,60
02Nov2019 7:00:00;1,80;1,70;85,30;1,00;50;;3,0
02Nov2019 8:00:00;2,70;0,10;82,40;2,60;30;;3,0
02Nov2019 9:00:00;5,40;3,70;74,90;2,10;40;0;1,80
02Nov2019 10:00:00;7,60;5,90;67,20;2,60;30;;2,0
02Nov2019 11:00:00;9,00;7,40;56,10;2,60;40;;3,0
02Nov2019 12:00:00;8,50;6,30;52,00;3,60;60;;3,0
02Nov2019 13:00:00;8,90;6,80;54,90;3,60;30;;3,0
02Nov2019 14:00:00;9,40;8,60;47,20;1,50;130;;3,0
02Nov2019 15:00:00;9,60;8,80;44,90;1,00;100;;2,0
02Nov2019 16:00:00;9,70;8,80;43,00;1,50;140;;1,50
02Nov2019 17:00:00;9,20;8,30;42,80;0,50;140;;1,50
02Nov2019 18:00:00;8,60;7,90;49,10;1,50;80;;0,0
02Nov2019 19:00:00;7,80;6,20;53,40;2,10;70;;0,0
02Nov2019 20:00:00;7,00;6,40;57,20;1,50;360;;0,0
02Nov2019 21:00:00;5,80;5,30;62,60;1,50;30;;0,0
02Nov2019 22:00:00;4,00;2,00;72,50;2,10;40;;0,0
02Nov2019 23:00:00;3,40;1,40;76,20;2,10;30;;0,0
03Nov2019 0:00:00;2,80;2,60;78,30;1,50;30;;0,0
03Nov2019 1:00:00;2,40;2,20;79,40;1,50;30;;0,0
03Nov2019 2:00:00;2,00;-0,80;80,50;2,60;30;;0,0
03Nov2019 3:00:00;1,40;1,30;82,20;1,50;40;;0,0
03Nov2019 4:00:00;0,80;0,70;85,20;1,00;40;;0,0
03Nov2019 5:00:00;0,90;-1,50;84,00;2,10;30;;0,0
03Nov2019 6:00:00;0,90;0,80;84,00;1,00;10;;0,0
03Nov2019 7:00:00;0,00;0,00;85,10;1,00;40;;0,0
03Nov2019 8:00:00;0,20;-2,40;87,10;2,10;40;;0,0
03Nov2019 9:00:00;3,70;3,40;74,60;1,50;30;0;0,0
03Nov2019 10:00:00;5,20;3,40;68,60;2,10;60;;0,0
03Nov2019 11:00:00;7,60;7,00;58,20;1,50;80;;0,0
03Nov2019 12:00:00;9,10;8,40;52,20;0,50;190;;0,0
03Nov2019 13:00:00;11,80;11,10;47,90;0,50;170;;0,0
03Nov2019 14:00:00;12,20;11,40;45,70;1,00;230;;0,0
03Nov2019 15:00:00;13,80;12,80;39,70;0,50;220;;0,0
03Nov2019 16:00:00;14,80;13,80;38,50;0,50;240;;1,0
03Nov2019 17:00:00;13,60;12,70;42,60;0,00;0;;0,0
03Nov2019 18:00:00;11,90;11,30;51,80;0,50;20;;0,0
03Nov2019 19:00:00;10,20;9,70;60,10;1,00;20;;0,0
03Nov2019 20:00:00;9,00;8,60;65,20;0,50;10;;0,0
03Nov2019 21:00:00;8,00;7,60;70,20;0,50;10;;0,0
03Nov2019 22:00:00;6,90;6,60;74,10;1,00;40;;0,0
03Nov2019 23:00:00;6,10;5,80;76,60;1,50;30;;0,0
04Nov2019 0:00:00;5,50;5,20;77,10;1,50;40;;0,0
